gid;ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;couleur;couleur_hex;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme
242;97;97-1;97;NOM;Montanay Les Dîmes - Neuville;Aller;10975;11014;Montanay Les Dîmes;Neuville;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  97;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687938+02:00
1073;JD415;415101 ST LAURENT DE CHAMOUSSET >> ETS TARARE;2115;;415101 ST LAURENT DE CHAMOUSSET >> ETS TARARE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239825+02:00
1074;JD415;415211 ETS TARARE >> ST LAURENT DE CHAMOUSSET;2115;;415211 ETS TARARE >> ST LAURENT DE CHAMOUSSET;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239835+02:00
1075;JD415;415212 ETS TARARE >> ST LAURENT DE CHAMOUSSET;2115;;415212 ETS TARARE >> ST LAURENT DE CHAMOUSSET;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239846+02:00
1667;JD864;864102 NEUVILLE-SUR-SAONE NOTRE DAME DE BELLEGARDE > ANSE MAIRIE;5102;;864102 NEUVILLE-SUR-SAONE NOTRE DAME DE BELLEGARDE > ANSE MAIRIE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246230+02:00
938;211;211.103 VIENNE > VENISSIEUX;3080;;211.103 VIENNE > VENISSIEUX;;;;;;BUS;236 102 8;#EC6608;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.238348+02:00
1004;JD399;399103 THIZY LES BOURGS > ROANNE GARE ROUTIERE;2090;;399103 THIZY LES BOURGS > ROANNE GARE ROUTIERE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239050+02:00
1772;JD899;4004011;5071;;ANSE - TREVOUX - Retour;Retour;;;;ANSE - MAIRIE;BUS;23 41 123;#17297B;;;;;True;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.420090+02:00
1079;JD417;417103 ROUTE DE PARIS >> LYCEE LA PLATA;2117;;417103 ROUTE DE PARIS >> LYCEE LA PLATA;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239888+02:00
1506;JD302;302001 SAINT-CLEMENT DE VERS-DEUX GROSNES MONSOLS;5038;;302001 SAINT-CLEMENT DE VERS-DEUX GROSNES MONSOLS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244472+02:00
1507;JD366;366001 LES ARDILLATS-BEAUJEU;5031;;366001 LES ARDILLATS-BEAUJEU;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244483+02:00
1508;JD366;366002  BEAUJEU - LES ARDILLATS;5031;;366002  BEAUJEU - LES ARDILLATS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244493+02:00
249;15E;15E-4;15E;EXP;Grigny Jean Moulin - Bellecour  A. Poncet;Retour;34274;10075;Grigny Jean Moulin;Bellecour A. Poncet;BUS;111 64 19;#6F4013;20240826;;REG;Régulière;True; 15E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688014+02:00
250;15E;15E-5;15E;EXP;Bellecour  A. Poncet  - Millery Place du Bouton;Aller;10075;34713;Bellecour A. Poncet;Millery Place du Bouton;BUS;111 64 19;#6F4013;20240826;;REG;Régulière;True; 15E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688025+02:00
1108;JD354;354105 AMPLEPUIS GARE > COURS LA VILLE WINSLOW (Via Follereau, Salle des Sport et Mansart);2128;;354105 AMPLEPUIS GARE > COURS LA VILLE WINSLOW (Via Follereau, Salle des Sport et Mansart);;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240176+02:00
1895;220;220.180 GIVORS >  MONTAGNY > PERRACHE via Leclerc;3085;;220.180 GIVORS >  MONTAGNY > PERRACHE via Leclerc;;;;;;BUS;211 216 0;#D3D800;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.238486+02:00
1896;220;220.181 GIVORS -  MONTAGNY sauf D342 > PERRACHE via Leclerc;3085;;220.181 GIVORS -  MONTAGNY sauf D342 > PERRACHE via Leclerc;;;;;;BUS;211 216 0;#D3D800;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.238497+02:00
989;JD418;418202 ETS TARARE >> DIEME;2034;;418202 ETS TARARE >> DIEME;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.238891+02:00
1164;JD711;711102 GIVORS > MORNANT;3099;;711102 GIVORS > MORNANT;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240775+02:00
965;JD346;346202 AMPLEPUIS>ST-JUST D'AVRAY;2018;;346202 AMPLEPUIS>ST-JUST D'AVRAY;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.238635+02:00
981;JD408;408212 TARARE >> CHAMBOST LONGESSAIGNE;2031;;408212 TARARE >> CHAMBOST LONGESSAIGNE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.238806+02:00
1031;JD350;350101 VILLEFRANCHE SUR SAÔNE >> THIZY LES BOURGS;2101;;350101 VILLEFRANCHE SUR SAÔNE >> THIZY LES BOURGS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239337+02:00
1032;JD350;350201 VILLEFRANCHE SUR SAÔNE >> THIZY LES BOURGS;2101;;350201 VILLEFRANCHE SUR SAÔNE >> THIZY LES BOURGS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239348+02:00
1058;JD403;403112 VAL D'OINGT - ST LAURENT D'O. >> ETS TARARE Via Pont Tarrets;2110;;403112 VAL D'OINGT - ST LAURENT D'O. >> ETS TARARE Via Pont Tarrets;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239665+02:00
1059;JD403;403211 TARARE LA PLATA >> VAL D'OINGT - ST LAURENT D'O. (AVA);2110;;403211 TARARE LA PLATA >> VAL D'OINGT - ST LAURENT D'O. (AVA);;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239676+02:00
1111;JD411;411102 FLEURIEUX SUR L'ARBRESLE >> ETS TARARE;2130;;411102 FLEURIEUX SUR L'ARBRESLE >> ETS TARARE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240208+02:00
1120;JD413;413213 ETS TARARE >> MONTROTTIER;2132;;413213 ETS TARARE >> MONTROTTIER;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240306+02:00
1135;JD998;998.213 VIENNE > CHAPONNAY (sans St Symphl);3090;;998.213 VIENNE > CHAPONNAY (sans St Symphl);;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240466+02:00
1136;JD734;734.103 CHASSAGNY > SOUCIEU;3091;;734.103 CHASSAGNY > SOUCIEU;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240477+02:00
1137;JD734;734.104 CHASSAGNY +CHARBONNERIE > SOUCIEU;3091;;734.104 CHASSAGNY +CHARBONNERIE > SOUCIEU;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240487+02:00
251;98E;98E-1;98E;NOM;Gorge de Loup - Marcy Campus Sanofi;Aller;10513;31360;Gorge de Loup;Marcy Campus Sanofi;BUS;111 64 19;#6F4013;20200330;;REG;Régulière;True; 98E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688036+02:00
1038;JD409;409254 ETS TARARE >> AFFOUX >> CHAMBOST LONGESSAIGNE;2104;;409254 ETS TARARE >> AFFOUX >> CHAMBOST LONGESSAIGNE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239412+02:00
1039;JD419;419152 ST MARCEL L'ECLAIRE >> ETS TARARE;2105;;419152 ST MARCEL L'ECLAIRE >> ETS TARARE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239422+02:00
1040;JD419;419255 ETS TARARE >ST LAURENT DE CHAMOUSSET;2105;;419255 ETS TARARE >ST LAURENT DE CHAMOUSSET;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239433+02:00
1933;JD423;423201 ETS TARARE >> LOZANNE Via Les Bruyères;2109;;423201 ETS TARARE >> LOZANNE Via Les Bruyères;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.239655+02:00
252;98E;98E-2;98E;NOM;Marcy Campus Sanofi - Gorge de Loup;Retour;31360;10513;Marcy Campus Sanofi;Gorge de Loup;BUS;111 64 19;#6F4013;20200330;;REG;Régulière;True; 98E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688046+02:00
1564;JD336;336101 LE PERREON>BELLEVILLE;5046;;336101 LE PERREON>BELLEVILLE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245126+02:00
1181;JD729;729.117 ST JEAN DE TOUSLAS  > GIVORS;3105;;729.117 ST JEAN DE TOUSLAS  > GIVORS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240958+02:00
1182;JD729;729.220 GIVORS > ST JEAN DE TOUSLAS  (Sans Aubrac);3105;;729.220 GIVORS > ST JEAN DE TOUSLAS  (Sans Aubrac);;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240968+02:00
1185;JD701;701.202 MORNANT > ST MAURICE SUR DARGOIRE;3106;;701.202 MORNANT > ST MAURICE SUR DARGOIRE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241022+02:00
254;BR60;BR60-4;BR60;NAV;Perrache - Debourg;Aller;30977;20202;Perrache;Debourg;BUS;255 221 0;#FFDD00;20230918;;REG;Régulière;False;BR60;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688068+02:00
1176;JD744;744.103br ST LAURENT D'AGNY > ST GENIS LAVAL;3104;;744.103br ST LAURENT D'AGNY > ST GENIS LAVAL;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240904+02:00
1096;JD374;374101 ST FORGEUX GONNARD >> ST FORGEUX STADE;2124;;374101 ST FORGEUX GONNARD >> ST FORGEUX STADE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240048+02:00
1097;JD374;374201 ST FORGEUX STADE >> ST FORGEUX FAVROTIERE HAUTE;2124;;374201 ST FORGEUX STADE >> ST FORGEUX FAVROTIERE HAUTE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240059+02:00
1221;JD737;737.203 SOUCIEU > TALUYERS Via Gd Champ et  Le Boulard;737;;737.203 SOUCIEU > TALUYERS Via Gd Champ et  Le Boulard;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241407+02:00
256;C1;C1-1;C1;NOM;Gare Part-Dieu Vivier Merle - Cuire;Aller;11064;10309;Gare Part-Dieu V.Merle;Cuire;BUS;119 129 134;#778186;20180101;;REG;Régulière;True;C  1;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688079+02:00
1160;JD714;714213 MORNANT > RONTALON via Richoud et Haut Richoud et Marsolas;3097;;714213 MORNANT > RONTALON via Richoud et Haut Richoud et Marsolas;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240732+02:00
1686;JD456;456101 LIMAS > LIMAS Collège;6037;;456101 LIMAS > LIMAS Collège;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246434+02:00
1596;JD461;461101 LOZANNE >> ETS VILLEFRANCHE SUR SAÔNE;5126;;461101 LOZANNE >> ETS VILLEFRANCHE SUR SAÔNE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245471+02:00
1597;JD461;432205 ETS VILLEFRANCHE SUR SAÔNE > LOZANNE (LMJV);5126;;432205 ETS VILLEFRANCHE SUR SAÔNE > LOZANNE (LMJV);;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245482+02:00
1235;JD723;723.104 STE CATHERINE > GIVORS via Chasagny;3126;;723.104 STE CATHERINE > GIVORS via Chasagny;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241557+02:00
1206;JD704;744.107 THURINS - SOUCIEU EN JARREST > MORNANT;3113;;744.107 THURINS - SOUCIEU EN JARREST > MORNANT;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241247+02:00
1209;JD705;705.203 MORNANT ST THOMAS  PKG > SOUCIEU EN JARREST (sans Ronsard);3114;;705.203 MORNANT ST THOMAS  PKG > SOUCIEU EN JARREST (sans Ronsard);;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241279+02:00
1199;JD913;913.207 COMMUNAY H. BERLIOZ > SEREZIN BIBLIOTHEQUE;3111;;913.207 COMMUNAY H. BERLIOZ > SEREZIN BIBLIOTHEQUE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241172+02:00
1211;JD706;706.108 ORLIENAS > - ST LAURENT - MORNANT;3115;;706.108 ORLIENAS > - ST LAURENT - MORNANT;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241300+02:00
1280;JD720;720.204 GIVORS (Etablt) / COMMUNAY-ST SYMPH.;3142;;720.204 GIVORS (Etablt) / COMMUNAY-ST SYMPH.;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.242060+02:00
1253;JD912;912.202 CHAPONNAY Xavière - VALENCIN;3133;;912.202 CHAPONNAY Xavière - VALENCIN;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241750+02:00
1309;JD538;JD538 BRUSSIEU LA GIRAUDIERE > CHAZELLES-SUR-LYON LYCEE DES MONTS DU LYONNAIS;4163;;JD538 BRUSSIEU LA GIRAUDIERE > CHAZELLES-SUR-LYON LYCEE DES MONTS DU LYONNAIS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.242371+02:00
1236;JD723;723.203 GIVORS > STE CATHERINE via Chassagny;3126;;723.203 GIVORS > STE CATHERINE via Chassagny;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241568+02:00
1332;JD558;558201 SAINTE FOY L'ARGENTIERE - COLLEGE VAL D'ARGENT > VILLECHENEVE - BOURG;4181;;558201 SAINTE FOY L'ARGENTIERE - COLLEGE VAL D'ARGENT > VILLECHENEVE - BOURG;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.242617+02:00
1228;JD934;934.219 ST PIERRE DE CH - VALENCIN;3122;;934.219 ST PIERRE DE CH - VALENCIN;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241483+02:00
1241;JD725;725.105 CHAUSSAN ST GENOUX > MORNANT +GIVORS;3129;;725.105 CHAUSSAN ST GENOUX > MORNANT +GIVORS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241621+02:00
1242;JD725;725201 GIVORS > CHAUSSAN;3129;;725201 GIVORS > CHAUSSAN;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241632+02:00
1237;JD957;957.101 ST SYMPHORIEN / VENISSIEUX Collège Xavière;3127;;957.101 ST SYMPHORIEN / VENISSIEUX Collège Xavière;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241579+02:00
1238;JD957;957.201 VENISSIEUX La Xavière / ST SYMPHORIEN;3127;;957.201 VENISSIEUX La Xavière / ST SYMPHORIEN;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241589+02:00
1482;JD300;300201 MONSOLS  COLLEGE > AIGUEPERSE LES SARRETS;5010;;300201 MONSOLS  COLLEGE > AIGUEPERSE LES SARRETS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244215+02:00
1483;JD301;359102  DEUX-GROSNES - ST MARMERT - BOURG > DEUX GROSNES - MONSOLS - COLLEGE;5051;;359102  DEUX-GROSNES - ST MARMERT - BOURG > DEUX GROSNES - MONSOLS - COLLEGE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244226+02:00
1177;JD744;744.106br Le Bourlard > ST GENIS LAVAL;3104;;744.106br Le Bourlard > ST GENIS LAVAL;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240915+02:00
1178;JD744;744.103 ST LAURENT D'AGNY > ST GENIS LAVAL (Via Verchery);3104;;744.103 ST LAURENT D'AGNY > ST GENIS LAVAL (Via Verchery);;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.240926+02:00
1239;JD719;719.105 CHAUSSAN ST GENOUX > MORNANT +GIVORS;3128;;719.105 CHAUSSAN ST GENOUX > MORNANT +GIVORS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241600+02:00
255;C1;C1-2;C1;NOM;Cuire - Gare Part-Dieu Vivier Merle;Retour;10309;11064;Cuire;Gare Part-Dieu V.Merle;BUS;119 129 134;#778186;20180101;;REG;Régulière;True;C  1;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688090+02:00
257;C2;C2-2;C2;NOM;Rillieux Semailles - Gare Part-Dieu Vivier Merle;Retour;11225;11064;Rillieux Semailles;Gare Part-Dieu V.Merle;BUS;119 129 134;#778186;20180101;;REG;Régulière;True;C  2;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688100+02:00
220;80;80-2;80;NOM;Givors Vallée du Gier - Grigny La Colombe;Retour;31687;31650;Givors Vallée du Gier;Grigny La Colombe;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  80;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687647+02:00
217;80;80-4;80;MAR;Gare de Givors Ville - Grigny La Colombe;Retour;31682;31650;Gare de Givors Ville;Grigny La Colombe;BUS;229 40 43;#E5282B;20260217;;REG;Régulière;True;  80;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687658+02:00
258;C2;C2-1;C2;NOM;Gare Part-Dieu Vivier Merle - Rillieux Semailles;Aller;11064;11225;Gare Part-Dieu V.Merle;Rillieux Semailles;BUS;119 129 134;#778186;20180101;;REG;Régulière;True;C  2;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688111+02:00
1251;JD908;908.203 ST SYMPHORIEN (Prévert) > CHAPONNAY;3132;;908.203 ST SYMPHORIEN (Prévert) > CHAPONNAY;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241729+02:00
1297;JD515;515201 SAINT MARTIN EN HAUT - GARE ROUTIERE COLLEGE > SAINTE CATHERINE - BOURG;4147;;515201 SAINT MARTIN EN HAUT - GARE ROUTIERE COLLEGE > SAINTE CATHERINE - BOURG;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.242242+02:00
1310;JD539;539101 BRUSSIEU LA GIRAUDIERE > CHAZELLES-SUR-LYON LYCEE DES MONTS DU LYONNAIS;4164;;539101 BRUSSIEU LA GIRAUDIERE > CHAZELLES-SUR-LYON LYCEE DES MONTS DU LYONNAIS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.242381+02:00
1311;JD544;544101 MORNANT - LOGIS NEUF > CHAZELLES SUR LYON - LP DES MONTS DU LYONNAIS;4169;;544101 MORNANT - LOGIS NEUF > CHAZELLES SUR LYON - LP DES MONTS DU LYONNAIS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.242392+02:00
1331;JD558;558101 VILLECHENEVE - BOURG > SAINTE FOY L'ARGENTIERE - COLLEGE VAL D'ARGENT;4181;;558101 VILLECHENEVE - BOURG > SAINTE FOY L'ARGENTIERE - COLLEGE VAL D'ARGENT;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.242606+02:00
1380;JD583;583201 SAIN BEL LYCEE > BRULLIOLES BOURG;4203;;583201 SAIN BEL LYCEE > BRULLIOLES BOURG;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.243128+02:00
1381;JD586;58601 VIRIGNEUX LA BIETTE > VIRIGNEUX ECOLE;4204;;58601 VIRIGNEUX LA BIETTE > VIRIGNEUX ECOLE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.243138+02:00
1629;JD498;498101 CHENELETTE >> ST GEORGES DE RENEINS;5074;;498101 CHENELETTE >> ST GEORGES DE RENEINS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245824+02:00
262;C6;C6-1;C6;NOM;Gare Part-Dieu Vivier Merle - Campus Lyon Ouest;Aller;11064;33574;Gare Part-Dieu V.Merle;Campus Lyon Ouest;BUS;119 129 134;#778186;20200330;;REG;Régulière;True;C  6;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688144+02:00
1270;JD724;724.107 TALUYERS - MORNANT - CHASSAGNY > ARAGON;3140;;724.107 TALUYERS - MORNANT - CHASSAGNY > ARAGON;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241953+02:00
1271;JD724;724.206 GIVORS ARAGON > CHASSAGNY-MORNANT-TALUYERS;3140;;724.206 GIVORS ARAGON > CHASSAGNY-MORNANT-TALUYERS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241964+02:00
1249;JD700;700.209 MORNANT - STE CATHERINE;3131;;700.209 MORNANT - STE CATHERINE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241707+02:00
1414;JD637;637101 SOURCIEUX LE SONNAY > L'ARBRESLE COLLEGE;4222;;637101 SOURCIEUX LE SONNAY > L'ARBRESLE COLLEGE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.243491+02:00
1921;87;87-3;87;TVX;Gare de Venissieux - Mions Bourdelle;Aller;20487;31582;Gare de Vénissieux;Mions Bourdelle;BUS;229 40 43;#E5282B;20260427;20260711;REG;Régulière;True;  87;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687776+02:00
261;C6;C6-2;C6;NOM;Campus Lyon Ouest - Gare Part-Dieu Vivier Merle;Retour;33574;11064;Campus Lyon Ouest;Gare Part-Dieu V.Merle;BUS;119 129 134;#778186;20200330;;REG;Régulière;True;C  6;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688154+02:00
1946;C7;C7-16;C7;TVX;St-Genis-Laval Hop. Sud - Gare Part-Dieu V.Merle;Retour;10565;11064;St-Genis-Laval Hôp. Sud;Gare Part-Dieu V.Merle;BUS;119 129 134;#778186;20260407;20260828;REG;Régulière;True;C  7;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688165+02:00
1389;JD590;590101 MONTROMANT MONTROCIER > SAINTE-FOY-L'ARGENTIERE GARE SNCF;4208;;590101 MONTROMANT MONTROCIER > SAINTE-FOY-L'ARGENTIERE GARE SNCF;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.243224+02:00
1947;C7;C7-13;C7;TVX;Gare Part-Dieu V.Merle - St-Genis-Laval Hop. Sud;Aller;11064;10565;Gare Part-Dieu V.Merle;St-Genis-Laval Hôp. Sud;BUS;119 129 134;#778186;20260407;20260828;REG;Régulière;True;C  7;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688176+02:00
1248;JD700;700.101 STE CATHERINE - MORNANT;3131;;700.101 STE CATHERINE - MORNANT;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.241696+02:00
1439;JD648;648101 SARCEY - RESTAURANT CHATARD > L'ARBRESLE - COLLEGE 4 VENTS;4233;;648101 SARCEY - RESTAURANT CHATARD > L'ARBRESLE - COLLEGE 4 VENTS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.243757+02:00
268;C8;C8-4;C8;TVX;Vaulx - Resistance - Grange Blanche;Retour;33413;10524;Vaulx - Résistance;Grange Blanche;BUS;119 129 134;#778186;20240108;20260712;REG;Régulière;True;C  8;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688187+02:00
