gid;ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;couleur;couleur_hex;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme
243;98;98-8;98;NOM;Ecole Veterinaire - Gorge de Loup;Retour;10393;10513;Ecole Vétérinaire;Gorge de Loup;BUS;226 0 26;#E2001A;20250901;;REG;Régulière;True;  98;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687971+02:00
245;98;98-7;98;NOM;Gorge de Loup - Ecole Veterinaire;Aller;10513;10393;Gorge de Loup;Ecole Vétérinaire;BUS;226 0 26;#E2001A;20250901;;REG;Régulière;True;  98;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687982+02:00
63;9;9-1;9;NOM;Cordeliers - Sathonay Castellane;Aller;10285;34463;Cordeliers;Sathonay Castellane;BUS;229 40 43;#E5282B;20210426;;REG;Régulière;True;   9;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685974+02:00
65;10;10-1;10;NOR;Gare de Vaise - Porte de Lyon;Aller;10487;11147;Gare de Vaise-G.Collomb;Porte de Lyon;BUS;229 40 43;#E5282B;20200416;;REG;Régulière;True;  10;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685985+02:00
37;128;128-1;128;NOM;Meyzieu Z.i. - St Priest Bel Air;Aller;31620;31149;Meyzieu Z.i.;St Priest Bel Air;BUS;238 29 35;#EE1D23;20250901;;REG;Régulière;False; 128;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685682+02:00
219;80;80-3;80;MAR;Grigny La Colombe - Gare de  Givors Ville;Aller;31650;31742;Grigny La Colombe;Gare de  Givors Ville;BUS;229 40 43;#E5282B;20260217;;REG;Régulière;True;  80;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687625+02:00
1709;JD497;497202 ST GEORGES DE RENEINS >> VAUX EN BEAUJOLAIS BOURG;6048;;497202 ST GEORGES DE RENEINS >> VAUX EN BEAUJOLAIS BOURG;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246680+02:00
197;70;70-2;70;NOM;Neuville - Gare Part-Dieu Vivier Merle;Retour;11014;11064;Neuville;Gare Part-Dieu V.Merle;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  70;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687409+02:00
72;14;14-2;14;NOM;Gorge de Loup - Gare d'Oullins;Retour;10513;34269;Gorge de Loup;Gare d'Oullins;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  14;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686049+02:00
212;78;78-1;78;NOR;Hopital Lyon Sud - Gare de  Givors Ville;Aller;10565;31742;St-Genis-Laval Hôp. Sud;Gare de  Givors Ville;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  78;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687560+02:00
211;78;78-2;78;NOR;Gare de  Givors Ville - Hopital Lyon Sud;Retour;31742;10565;Gare de  Givors Ville;St-Genis-Laval Hôp. Sud;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  78;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687571+02:00
1720;JD529;52903 SAINT DENIS SUR COISE BOURG > SAINT DENIS SUR COISE MONTAGNEUX;4157;;52903 SAINT DENIS SUR COISE BOURG > SAINT DENIS SUR COISE MONTAGNEUX;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246755+02:00
1722;JD531;531201 SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE > SAINT MAURICE SUR DARGOIRE - LE BOURG;4158;;531201 SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE > SAINT MAURICE SUR DARGOIRE - LE BOURG;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246776+02:00
1723;JD532;532101 LARAJASSE - MOULIN MONTALAND > SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE;4159;;532101 LARAJASSE - MOULIN MONTALAND > SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246787+02:00
1724;JD532;532201 SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE > LARAJASSE - MOULIN MONTALAND;4159;;532201 SAINT SYMPHORIEN SUR COISE - PLACE GENERAL DE GAULLE > LARAJASSE - MOULIN MONTALAND;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246798+02:00
1466;JD690;690101 VAUGNERAY PLACE DE VERDUN > CHARBONNIERES-LES-BAINS LYCEE BLAISE PASCAL;4245;;690101 VAUGNERAY PLACE DE VERDUN > CHARBONNIERES-LES-BAINS LYCEE BLAISE PASCAL;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244045+02:00
1467;JD692;692102 DOMMARTIN >> CHARBONNIERES LES BAINS;4246;;692102 DOMMARTIN >> CHARBONNIERES LES BAINS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244055+02:00
273;C10;C10-3;C10;NOM;Bellecour A. Poncet - Brignais Parc Birabent;Aller;10075;34645;Bellecour A. Poncet;Brignais Parc Birabent;BUS;119 129 134;#778186;20260824;;REG;Régulière;True;C 10;14 octobre 2025;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688271+02:00
274;C10;C10-4;C10;NOM;Brignais Parc Birabent - Bellecour A.Poncet;Retour;34645;10075;Brignais Parc Birabent;Bellecour A. Poncet;BUS;119 129 134;#778186;20260824;;REG;Régulière;True;C 10;14 octobre 2025;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688288+02:00
1727;JD540;54001 SAINT DENIS SUR COISE BOURG > CHAZELLES SUR LYON GARE ROUTIERE DU PLASSON;4165;;54001 SAINT DENIS SUR COISE BOURG > CHAZELLES SUR LYON GARE ROUTIERE DU PLASSON;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246830+02:00
1603;JD464;464173 ST VERAND >> FRONTENAS >> ETS VILLEFRANCHE;5097;;464173 ST VERAND >> FRONTENAS >> ETS VILLEFRANCHE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245546+02:00
208;76;76-2;76;NOM;Décines Grand Large - Corbas Les Balmes;Retour;31610;31430;Décines Grand Large;Corbas Les Balmes;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  76;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687528+02:00
1618;JD477;477101 CHATILLON D'AZERGUES > THEIZE > ETS VILLEFRANCHE SUR SAÔNE;5112;;477101 CHATILLON D'AZERGUES > THEIZE > ETS VILLEFRANCHE SUR SAÔNE;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.245706+02:00
1702;JD494;494102 LE PERREON (La Cochere) >> COLLEGE BOIS FRANC;6045;;494102 LE PERREON (La Cochere) >> COLLEGE BOIS FRANC;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246605+02:00
1734;JD543;543101 MEYS - LA MARGUERITE > CHAZELLES SUR LYON - LP DES MONTS DU LYONNAIS;4168;;543101 MEYS - LA MARGUERITE > CHAZELLES SUR LYON - LP DES MONTS DU LYONNAIS;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.246905+02:00
71;14;14-1;14;NOM;Gare d'Oullins - Gorge de Loup;Aller;34269;10513;Gare d'Oullins;Gorge de Loup;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  14;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686060+02:00
226;84;84-1;84;NOM;Gare de Vaise - Neuville;Aller;10487;11014;Gare de Vaise-G.Collomb;Neuville;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  84;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687722+02:00
1918;15;15-1;15;NOM;Bellecour A. Poncet - Irigny Hauts de Selettes;Aller;10075;32640;Bellecour A. Poncet;Irigny Hauts de Selettes;BUS;229 40 43;#E5282B;20260530;;REG;Régulière;True;  15;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686082+02:00
301;C21;C21-2;C21;NOM;Gorge de Loup - Perrache;Retour;10513;30977;Gorge de Loup;Perrache;BUS;119 129 134;#778186;20180101;;REG;Régulière;True;C 21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688595+02:00
77;16;16-3;16;TVX;Laurent Bonnevay - Decines Grand Large;Aller;10716;31610;Laurent Bonnevay;Décines Grand Large;BUS;229 40 43;#E5282B;20240120;;REG;Régulière;True;  16;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686125+02:00
247;15E;15E-6;15E;EXP;Millery Place du Bouton - Bellecour  A. Poncet;Retour;34713;10075;Millery Place du Bouton;Bellecour A. Poncet;BUS;111 64 19;#6F4013;20240826;;REG;Régulière;True; 15E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688003+02:00
316;GE4;GE4-4;GE4;NOM;Techlid Le Tronchon - La Tour de Salvagny Gare;Retour;33790;30155;Techlid Le Tronchon;La Tour de Salvagny Gare;BUS;194 41 41;#C22929;20220103;;TAD;Transport à la Demande;True;G E4;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688785+02:00
88;18;18-1;18;NOR;Hopital Lyon Sud - Vernaison  Place;Aller;10565;31440;St-Genis-Laval Hôp. Sud;Vernaison  Place;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  18;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686222+02:00
1917;15;15-3;15;NOM;Bellecour A. Poncet - Irigny Hauts de Selettes (via Yvours);Aller;10075;32640;Bellecour A. Poncet;Irigny Hauts de Selettes;BUS;229 40 43;#E5282B;20260530;;REG;Régulière;True;  15;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686093+02:00
89;19;19-6;19;NOM;Ecully Le Perollier - Gare Saint-Paul;Retour;33720;11327;Ecully Le Perollier;Gare Saint-Paul;BUS;229 40 43;#E5282B;20250623;;REG;Régulière;True;  19;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686243+02:00
90;19;19-5;19;NOM;Gare Saint-Paul - Ecully Le Perollier;Aller;11327;33720;Gare Saint-Paul;Ecully Le Perollier;BUS;229 40 43;#E5282B;20250623;;REG;Régulière;True;  19;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686254+02:00
246;98;98-9;98;NOM;Gorge de Loup - Sain-Bel Gare;Aller;10513;34710;Gorge de Loup;Sain-Bel Gare;BUS;226 0 26;#E2001A;20250901;;REG;Régulière;True;  98;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687949+02:00
92;20;20-1;20;NUI;Gare de Vaise - St Fortunat;Aller;10487;11301;Gare de Vaise-G.Collomb;St Fortunat;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  20;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686265+02:00
248;15E;15E-3;15E;EXP;Bellecour A. Poncet - Grigny Jean Moulin;Aller;10075;34274;Bellecour A. Poncet;Grigny Jean Moulin;BUS;111 64 19;#6F4013;20240826;;REG;Régulière;True; 15E;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.687993+02:00
298;C20;C20-8;C20;NOM;Fort du Bruissin - Bellecour St Exupery;Retour;10454;20180;Fort du Bruissin;Bellecour St Exupéry;BUS;119 129 134;#778186;20250623;;REG;Régulière;True;C 20;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688550+02:00
93;20;20-4;20;NUI;St Fortunat - Gare de Vaise;Retour;11301;10487;St Fortunat;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  20;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686287+02:00
61;8;8-2;8;NOM;Oullins Clement Desormes - Perrache;Retour;11033;30977;Oullins Clément Désormes;Perrache;BUS;229 40 43;#E5282B;20200309;;REG;Régulière;True;   8;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685942+02:00
33;S4B;S4B-1;S4B;NOM;Croix-Rousse - Henon;Aller;11119;10552;Croix-Rousse;Hénon;BUS;0 154 157;#009A9D;20250623;;REG;Régulière;False;S 4B;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685650+02:00
297;C20;C20-7;C20;NOM;Bellecour St Exupery - Fort du Bruissin;Aller;20180;10454;Bellecour St Exupéry;Fort du Bruissin;BUS;119 129 134;#778186;20250623;;REG;Régulière;True;C 20;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688539+02:00
100;21;21-5;21;NOM;Limonest Cimetiere - Gare de Vaise;Retour;10860;10487;Limonest Cimetière;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686308+02:00
99;21;21-2;21;NOM;Gare de Vaise - Limonest Cimetiere;Aller;10487;10860;Gare de Vaise-G.Collomb;Limonest Cimetière;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686319+02:00
1920;15;15-2;15;NOM;Irigny Hauts de Selettes - Bellecour A. Poncet;Retour;32640;10075;Irigny Hauts de Selettes;Bellecour A. Poncet;BUS;229 40 43;#E5282B;20260530;;REG;Régulière;True;  15;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686071+02:00
1919;15;15-4;15;NOM;Irigny Hauts de Selettes - Bellecour A.Poncet (via Yvours);Retour;32640;10075;Irigny Hauts de Selettes;Bellecour A. Poncet;BUS;229 40 43;#E5282B;20260530;;REG;Régulière;True;  15;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686103+02:00
97;21;21-10;21;ZI;Limonest Cimetiere - Gare de Vaise via Echangeur Sans Souci;Retour;10860;10487;Limonest Cimetière;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686330+02:00
302;C21;C21-1;C21;NOM;Perrache - Gorge de Loup;Aller;30977;10513;Perrache;Gorge de Loup;BUS;119 129 134;#778186;20180101;;REG;Régulière;True;C 21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688606+02:00
396;JD73;J73-7;J73;NOM;Les Bruyeres - Ecole N.D. Bellegarde;Aller;10777;20552;Les Bruyères;Ecole N.D. Bellegarde;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.689626+02:00
98;21;21-7;21;ZI;Gare de Vaise - Limonest Cimetiere via Echangeur Sans Souci;Aller;10487;10860;Gare de Vaise-G.Collomb;Limonest Cimetière;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686341+02:00
1476;JD787;787101 VAUGNERAY MONTOLVET > CRAPONNE COLLEGE JEAN ROSTAND;4251;;787101 VAUGNERAY MONTOLVET > CRAPONNE COLLEGE JEAN ROSTAND;;;;;;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.244151+02:00
86;17;17-1;17;NOR;Gare d'Oullins - St Genis 2;Aller;34269;11302;Gare d'Oullins;St Genis 2;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  17;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686211+02:00
87;18;18-2;18;NOR;Vernaison  Place - Hopital Lyon Sud;Retour;31440;10565;Vernaison  Place;St-Genis-Laval Hôp. Sud;BUS;229 40 43;#E5282B;20231021;;REG;Régulière;False;  18;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686233+02:00
270;C9;C9-2;C9;NOM;Hôpitaux Est - Bellecour Antonin Poncet;Retour;33247;10075;Hôpitaux Est;Bellecour A. Poncet;BUS;119 129 134;#778186;20260209;;REG;Régulière;True;C  9;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688208+02:00
101;21;21-3;21;NOM;Gare de Vaise - St-Germain Gare;Aller;10487;11313;Gare de Vaise-G.Collomb;St Germain Gare;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  21;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686351+02:00
287;C17;C17-5;C17;NOM;Charpennes Ch. Hernu - Laurent Bonnevay;Aller;33460;10716;Charpennes Ch. Hernu;Laurent Bonnevay;BUS;119 129 134;#778186;20240311;;REG;Régulière;True;C 17;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688442+02:00
104;22;22-2;22;NOM;St Fortunat - Gare de Vaise;Retour;11301;10487;St Fortunat;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  22;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686395+02:00
285;C16;C16-2;C16;NOM;Surville Route de Vienne - Charpennes Charles Hernu;Retour;11369;10204;Surville Route de Vienne;Charpennes Charles Hernu;BUS;119 129 134;#778186;20180101;;REG;Régulière;True;C 16;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688410+02:00
643;JD818;818-2;J818;NOM;College Lazaristes-La Salle - Lycee agri. et horticole;Retour;34570;32177;Collège Lazaristes-La Salle;Lycée agri. et horticole;BUS;23 41 123;#17297B;20210830;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692356+02:00
642;JD818;818-1;J818;NOM;Dardilly le Paillet - College Lazaristes-La Salle;Aller;10323;34570;Dardilly le Paillet;Collège Lazaristes-La Salle;BUS;23 41 123;#17297B;20210830;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692367+02:00
645;JD819;819-1;J819;NOM;St Romain Centre - College Lazaristes-La Salle;Aller;32561;34570;St Romain Centre;Collège Lazaristes-La Salle;BUS;23 41 123;#17297B;20210830;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.692378+02:00
103;22;22-1;22;NOM;Gare de Vaise - St Fortunat;Aller;10487;11301;Gare de Vaise-G.Collomb;St Fortunat;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  22;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686405+02:00
106;23;23-1;23;NOM;Gare de Vaise - Rocade des Monts d'Or;Aller;10487;31930;Gare de Vaise-G.Collomb;Rocade des Monts d'Or;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  23;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686416+02:00
313;C26;C26-4;C26;TVX;Grange Blanche - Cite Inter Transbordeur;Retour;10524;10387;Grange Blanche;Cité Inter Transbordeur;BUS;119 129 134;#778186;20240108;;REG;Régulière;True;C 26;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688742+02:00
105;23;23-2;23;NOM;Rocade des Monts d'Or - Gare de Vaise;Retour;31930;10487;Rocade des Monts d'Or;Gare de Vaise-G.Collomb;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  23;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686427+02:00
107;24;24-1;24;NOM;Grange Blanche - Sept Chemins;Aller;10524;11269;Grange Blanche;Sept Chemins;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  24;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686438+02:00
108;24;24-2;24;NOM;Sept Chemins - Grange Blanche;Retour;11269;10524;Sept Chemins;Grange Blanche;BUS;229 40 43;#E5282B;20180101;;REG;Régulière;True;  24;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686448+02:00
1945;27;27-9;27;TVX;Instit. Art Contemporain - Cordeliers;Retour;31921;10285;Instit. Art Contemporain;Cordeliers;BUS;229 40 43;#E5282B;20260526;20260829;REG;Régulière;False;  27;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686513+02:00
118;30;30-6;30;ZI;St Priest Jules Ferry - Z.I. Ampere - Chandieu;Retour;31140;34544;St-Priest Jules Ferry;Z.I. Ampère - Chandieu;BUS;229 40 43;#E5282B;20190902;;REG;Régulière;True;  30;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686524+02:00
23;N82;N82-2;N82;NOM;Grand Parc les Sablettes - Gare de Vaise;Retour;34587;10487;Grand Parc les Sablettes;Gare de Vaise-G.Collomb;BUS;120 41 194;#7829C2;20220702;;REG;Régulière;False;N 82;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685525+02:00
336;S7;S7-1;S7;NOM;La Chaux Ecole de Champlong-  La Chaux Ecole de Champlong;Aller;33181;33181;La Chaux Ecole Champlong;La Chaux Ecole Champlong;BUS;0 118 50;#007632;20180101;;REG;Régulière;True;S  7;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.688928+02:00
24;N82;N82-1;N82;NOM;Gare de Vaise - Grand Parc les Sablettes;Aller;10487;34587;Gare de Vaise-G.Collomb;Grand Parc les Sablettes;BUS;120 41 194;#7829C2;20220702;;REG;Régulière;False;N 82;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685536+02:00
1780;JD131;73870;JD131;;Bon Secours - Charles De Foulcauld - Pierre Termier - Aller;Aller;;;;Saint-Mathieu;BUS;23 41 123;#17297B;;;;;False;;;2026-06-12 01:38:00+02:00;2026-06-12 07:06:20.420209+02:00
397;JD73;J73-4;J73;NOM;College Jean Renoir - Les Residences;Retour;10597;32062;Collège Jean Renoir;Les Résidences;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.689647+02:00
119;30;30-5;30;ZI;Z.I. Ampere - Chandieu - St Priest Jules Ferry;Aller;34544;31140;Z.I. Ampère - Chandieu;St-Priest Jules Ferry;BUS;229 40 43;#E5282B;20190902;;REG;Régulière;True;  30;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686556+02:00
123;31;31-3;31;NUI;Gare de Vaise-G.Collomb - Cite Edouard Herriot;Aller;10487;10249;Gare de Vaise-G.Collomb;Cité Edouard Herriot;BUS;229 40 43;#E5282B;20250310;;REG;Régulière;False;  31;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686589+02:00
392;JD58;J58-1;J58;NOM;Poleymieux Mairie - College Lycee Jean Perrin;Aller;11141;32120;Poleymieux Mairie;Collège Lycée J. Perrin;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.689593+02:00
393;JD58;J58-2;J58;NOM;College Lycee Jean Perrin - Les Gambins;Retour;32120;10801;Collège Lycée J. Perrin;Les Gambins;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.689604+02:00
1944;27;27-8;27;TVX;Cordeliers - Instit. Art Contemporain;Aller;10285;31921;Cordeliers;Instit. Art Contemporain;BUS;229 40 43;#E5282B;20260526;20260829;REG;Régulière;False;  27;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686502+02:00
34;S4B;S4B-2;S4B;NOM;Henon - Croix-Rousse;Retour;10552;11119;Hénon;Croix-Rousse;BUS;0 154 157;#009A9D;20250623;;REG;Régulière;False;S 4B;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.685639+02:00
122;31;31-8;31;TVX;Cite Edouard Herriot - Vieux Lyon;Retour;10249;20167;Cité Edouard Herriot;Vieux Lyon;BUS;229 40 43;#E5282B;20260112;20260712;REG;Régulière;False;  31;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686599+02:00
471;JD181;J181-1;J181;NOM;Louis Bouquet - College Fromente;Aller;10984;20550;Louis Bouquet;Collège Fromente;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.690451+02:00
472;JD181;J181-2;J181;NOM;College Fromente - Louis Bouquet;Retour;20550;10984;Collège Fromente;Louis Bouquet;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.690462+02:00
124;31;31-7;31;TVX;Vieux Lyon - Cite Edouard Herriot;Aller;20167;10249;Vieux Lyon;Cité Edouard Herriot;BUS;229 40 43;#E5282B;20260112;20260712;REG;Régulière;False;  31;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686610+02:00
408;JD111;J111-2;J111;NOM;St Fons Mairie - Lycees Aragon-Picasso;Aller;11779;32350;St Fons Mairie;Lycées Aragon-Picasso;BUS;23 41 123;#17297B;20200101;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.689756+02:00
407;JD111;J111-4;J111;NOM;Lycee N.D. de France - St Fons Jean-Jaures;Retour;32352;33900;Lycée N.D. de France;St Fons Jean-Jaurès;BUS;23 41 123;#17297B;20211201;;SCO;Scolaire;False;;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.689768+02:00
126;32;32-2;32;NOM;Meyzieu Z.i. - Hameau de Bianne;Retour;31620;34335;Meyzieu Z.i.;Hameau de Bianne;BUS;229 40 43;#E5282B;20180903;;REG;Régulière;True;  32;Semaine 24 - 2026;2026-06-12 01:38:00+02:00;2026-06-12 07:05:45.686632+02:00
